gene0me,F1,F2,F3,F4,F5,F6,F7,S1,S2,S3,S4,S5,S6,S7,pvalue,logfc,ttestp,padjust,gene0me
clasp1,1.605719333,3.290684584,3.903303126,2.957359081,2.234854511,1.568670592,1.821787019,0.718877443,1.809260596,1.763134916,1.708696364,1.229026294,0.94244331,1.129561759,0.550686932,0.173746697,999,0.748009605,Clasp1
iqsec1,1.114375541,2.067703385,1.790659457,1.831583079,1.713352798,1.087256861,1.911010436,0.45186476,1.269532619,1.55059562,1.602954889,1.162956213,0.724055431,1.110379504,0.76303851,-0.289153271,999,0.883774654,IQSEC1
kif1a,1.752977935,1.365560976,1.374592462,0.710957172,0.536761292,1.284842115,0.766728145,4.473773966,4.33505348,4.773682761,4.963976502,4.214289685,3.9718916,4.803055806,0.871101118,0.299454523,999,0.937332345,Kif1a
tns1,0.249634452,1.611199118,0.933474284,0.617903127,0.43316101,0.442707524,0.943094415,0.504766747,0.68077918,0.890100471,0.435240903,0.561241687,0.248806607,0.312273205,0.794931445,-0.039938062,999,0.897984507,Tns1
bzw1,0.093289102,0.356218546,0.208951206,0.206174824,0.175277902,0.201062559,0.119133504,0.905118166,0.735042699,0.81016909,0.723306067,0.637257141,0.680168729,0.875865996,0.306676921,0.589914026,999,0.556797269,Bzw1
agap1,0.269241395,0.356190317,0.3513581,0.277309744,0.170705807,0.347424044,0.237781775,0.271558622,0.358293365,0.534834427,0.523318506,0.28963107,0.229816675,0.386002954,0.402972581,-0.263869526,999,0.642126949,Agap1
faim,0.016114834,0.599632099,0.622355914,0,0.228593844,0.062495061,0,0.810003816,0.698604644,0.565285339,0.544683808,0.507164569,0.475756453,0.697814187,0.015431556,1.963938366,999,0.099457721,Faim
pcbp4,0,0,1.538858298,1.611892372,1.418355733,0.96764981,7.217177308,1.125813918,0.709597823,0.653895733,0.990111521,0.732194976,0.767689865,0.99059531,0.690296405,-0.941302905,999,0.838471983,Pcbp4
itm2c,1.467103723,2.372720777,3.258745795,8.101078941,4.16055138,3.842114336,0.953264456,0,0.9448513,1.015945083,0.582364286,0.790916456,0,0.637312622,0.766910402,0.369251175,999,0.884227155,Itm2c
nucks1,0,0.385631016,0.000127652,0.361776364,0.252053301,0.045241661,0,0.291618074,0.206531384,0.281078736,0.266918192,0.324979894,0.195883551,0.139625544,0.819678284,0.553243151,999,0.910253316,Nucks1
col6a3,3.217597126,4.628316538,2.797091259,4.021550441,3.028278262,1.327115642,1.628940691,0.779806136,1.050512691,0.603951799,0.354207011,2.232126733,0.869870331,0.335799766,0.076992182,1.710944182,999,0.250076907,Col6a3
sh3bgrl2,0.998291813,0.407240367,2.557957539,0.643320209,1.476357267,0.867320789,0.191671468,2.387468864,2.296787611,2.199604037,2.175190404,2.088504348,2.61449576,2.430231586,0.513214428,0.605748767,999,0.72761984,Sh3bgrl2
ubxn4,0.012044391,0,0.006926441,0.023095559,0.039689654,0.006978941,0,0,0.026095117,0.030737967,0,0.034252697,0.018328956,0.012868111,0.4936342,-1.017737477,999,0.711595272,Ubxn4
relch,0.705123335,1.007902555,1.2764558,0.892186986,0.871634731,0.80445218,0,2.523883061,2.578815676,2.778836005,3.322060259,3.335660842,3.445144128,3.525303103,0.030085787,0.585179709,999,0.146567917,Relch
adrm1b,8.477586421,22.43682014,4.166198209,4.958236784,1.790395201,1.304255018,0,6.144117067,5.662119972,4.66977483,3.435905616,8.465669447,6.284458646,7.166282774,0.001181613,3.436057286,999,0.024804104,Adrm1b
rpl9-ps6,1.658497422,2.752066262,3.066520583,1.660362392,2.518004711,1.559299762,1.387023334,2.697199506,1.198361476,2.058490972,2.076129917,2.532094847,2.405362546,2.802826335,0.046924994,0.990235451,999,0.190398538,Rpl9-ps6
nova2,0.515363829,0.545025387,1.354492794,1.771443642,1.332412345,0.361049076,0,1.142858394,0.628027876,0.830467753,0.959156539,0.924616669,0.973341835,0.958131563,0.346113278,0.771655269,999,0.589938998,Nova2
trappc8,2.714077108,0.852434361,1.05809777,0.502071595,0,8.16738506,0.181666232,0.943965138,1.608332492,1.62580583,1.393110474,1.651793254,1.233776803,1.374139641,0.681698657,-2.495383361,999,0.830462632,Trappc8
rpl36a,0.00742466,0,0.047958358,0.040691128,0.333732636,0.026914386,0,0.490099608,0.698858048,0.735201651,0.504620375,0.83530298,0.619548718,0.392148643,0.387818593,-2.094293948,999,0.628226548,Rpl36a
gm5478,0.447327179,0.224315132,0.027471054,0.073132664,0.086823304,0.548542352,0,0.18744151,0.054175871,0.05793252,0.016418996,0.112541794,0.276700547,0,0.666534229,0.631085179,999,0.822641857,Gm5478
negr1,9.667152833,3.551613796,4.703009459,4.580063401,7.59208839,9.409914999,3.838998459,0.85125665,1.692201396,1.579826704,1.083560537,0.962537444,1.181152126,1.407124846,0.108949398,-0.994094302,999,0.303433631,Negr1
ah0k2,4.081420112,2.628247218,3.272279723,1.43455185,5.417515085,9.101966952,1.335432711,0.773073956,1.421168284,1.17438897,1.150728122,2.3671292,1.013076526,0.87754605,0.616774055,-0.92741471,999,0.790018204,Ah0k2
gphn,2.696653033,3.053464327,2.663029064,2.584727473,1.719301666,2.022277172,1.682678849,6.00668839,4.92706802,5.502901383,6.214823032,5.721599211,5.549040369,6.536939388,0.002101489,0.711318321,999,0.032497711,Gphn
actn1,3.936119234,4.154366626,4.821727407,2.862083621,4.175814948,5.701736756,1.767145184,0.954490183,0.682678481,0.69852762,0.744756346,0.677180353,0.759447207,0.867200225,0.348983823,0.139690689,999,0.591658541,Actn1
gm27029,0.070632168,1.96396106,0.302586086,0.394813606,2.550752542,0.122220351,0,2.401086734,2.489523173,2.030342424,2.485065964,2.127241241,2.25628879,2.482284959,0.574793578,-0.620183597,999,0.765989343,Gm27029
krt10,1.279608426,5.482081282,2.85640425,2.884288105,0.854801526,0.34285006,1.040458264,2.250763459,0.233209313,0.703003574,0.274871681,1.084051052,1.892079776,0.909883405,0.000755078,4.008068095,999,0.019978099,Krt10
cyth1,3.198963431,2.424537616,3.935738376,2.097167216,3.22493258,3.158455967,4.341730843,3.308197062,3.520698379,3.038288608,3.333807242,4.400940659,4.304789199,4.009163506,0.597086786,0.01936917,999,0.777038795,Cyth1
cacnb1,11.69539589,2.605113477,1.955642586,1.149185651,1.546486215,2.166943053,1.715033618,0.370477879,0.62465461,0.648166487,0.621056535,0.449882271,0.429168333,0.337681151,0.023658369,-0.565399702,999,0.128273121,Cacnb1
rpl19,0.906880129,1.396156129,1.062518873,0.933777345,0.26847357,1.265856341,0.810834355,1.413562584,1.159960654,1.482680191,1.213011966,0.996185826,0.864150968,1.010272534,0.802061271,0.107021426,999,0.901125731,Rpl19
septin9,1.016704861,0.903650362,0.744827311,0.803478954,0.463950553,0.582628489,0.536133662,1.281357627,1.850065061,2.075315639,1.928686007,1.523147082,1.424637587,1.458724107,0.462682872,0.221730953,999,0.689275364,Septin9
yars1,0.491152974,1.23531009,0.831902603,0.809212059,0.406395527,0.283049888,0.434306935,2.94864184,3.890736346,4.20502123,4.200346917,2.447233127,2.250347663,2.432020959,0.001774134,0.569644664,999,0.029072901,Yars1
srsf4,6.520844712,19.4949837,13.54063571,14.32000773,8.152797277,4.975629414,10.44138249,2.48967928,2.374926763,2.304284805,1.87641117,1.679230887,1.605830192,2.163613254,0.264901456,0.739768219,999,0.510346617,Srsf4
srrm1,0.635282727,0.447625177,0.593439772,0.170508117,1.445467164,0.319525815,0.171694801,0.118663683,0.678908721,0.117129334,0.230546233,0.305531842,0.095633597,0,0.605694868,-1.447330335,999,0.78220581,Srrm1
gosr2,0.026743815,0.399423544,0.583264225,0.082131319,0.251976259,0.089066652,0,0.06197034,0.118868911,0,0.090303368,0,0.043082093,0.106233644,0.935159899,0.571295221,999,0.974684507,Gosr2
elavl4,2.049701314,4.332101766,3.834264705,3.467539472,2.628453423,1.837387616,1.287271622,1.711844811,1.254887669,1.490292766,1.784724025,1.364261959,1.639737932,1.439195232,0.009239193,0.988037794,999,0.07437144,Elavl4
dmd,0.498094928,1.227683324,0.58053866,0.547474879,0.883964638,0.283582041,0.220486304,0.238635059,0.321027196,0.54505497,0.253662689,0.300850965,0.079141083,0.220712987,0.990460752,-0.135329323,999,0.996562238,Dmd
sec24a,0,0.995498981,1.151133441,0.45017934,0.190503424,0.068030893,0,0.396577469,0.902647557,0.623730375,0.659897071,0.738599884,0.545337806,0.562908678,0.014831991,2.499940215,999,0.096685422,Sec24a
srp68,0.310932082,0.234416381,0.532619565,1.675848417,0.382944408,0.363019705,0,0.625863942,0.518140889,0.501219735,0.624184613,0.330588755,0.595420796,0.493877623,0.858808137,0.915410071,999,0.933269967,Srp68
pcyt2,0,1.107470002,0.844079145,0.587521012,0.815496972,0,0.218723375,1.795394031,1.621190733,2.011125072,1.838020238,1.517259245,1.43788667,1.56940543,0.536193046,0.436939448,999,0.738974682,Pcyt2
ralgapb,0.209888832,0.753228658,0.620311889,0.462402406,0.26960661,0.20544119,1.010230248,0.641139587,0.610200754,0.521325518,0.764342324,0.743078371,0.865384116,0.878066332,0.301668592,0.697062378,999,0.549920347,Ralgapb
rptor,1.988939936,5.244365661,4.952931398,3.908930077,0.27004545,4.55917226,1.982033478,15.78630142,15.59704195,17.59659432,19.33417456,15.94798292,15.08378972,17.936635,0.53326856,0.949110256,999,0.73736606,Rptor
ampd2,1.046979236,1.907859504,2.041813914,1.781191504,0.327761293,1.300942104,0.883914193,5.442141356,4.917802941,5.4617963,5.523891449,4.308787939,4.926280129,4.955544166,0.406158124,1.02515515,999,0.645226214,Ampd2
tceal3,0.025947367,0.032713195,0.075690632,0.102433953,0.062381585,0.018842299,0,0.87043348,1.320262972,1.385083061,1.106428677,1.065052142,0.912262978,0.627946254,0.37818694,0.242160246,999,0.619120389,Tceal3
gpm6b,16.71398957,12.44811926,21.25278879,50.33831875,22.03231616,9.79582385,12.05864953,0.285240718,1.206720821,1.176466496,0.339868816,0.576600548,0.301204599,1.181098148,0.674765722,0.533925499,999,0.826858863,Gpm6b
cstf2,0,0.68653334,0.527426504,0.50216869,0.30458667,0.10500992,0,0.482750438,0.357910945,0.492117826,0.249753119,0.383902089,0.617538418,0.468578701,0.011409975,1.900537072,999,0.084011636,Cstf2
gripap1,0.367898628,0.251131164,0.297416965,0.200204039,0.169137091,0.116290401,0.204368896,0.756697589,0.510553789,0.644959453,0.789068617,0.580828785,0.661780031,0.754129479,0.131038901,0.65049143,999,0.335185104,Gripap1
fhl1,0.055217191,0.144238538,0.163480202,0.119784835,0.135893812,0,0.231759824,1.805744035,1.018078136,1.642536174,1.235170649,0.907998055,0.857002254,1.15322781,0.108363858,-0.78419465,999,0.303077816,Fhl1
l1cam,6.532148751,3.385462807,4.751580353,3.410220736,4.112379632,5.31077194,1.737053523,0.752279006,1.204806405,1.002026223,0.501972413,0.930283167,0.366116648,0.718439668,0.785640097,-0.377804148,999,0.89565792,L1cam
huwe1,0.823989016,1.123287923,1.00498013,0.947628373,0.946431377,0.617251925,0.522808079,2.38940489,1.75289712,1.939060992,2.039840886,2.942547555,2.92964016,2.988099864,1.20621039777064e-06,1.18829347,999,0.000451913,Huwe1
map7d2,0.37434949,0.694134632,0.31036986,0.574044894,0.341535087,0.063307489,0.35139848,0.650317283,0.476855449,0.507210672,0.609300123,0.592671154,0.610721503,0.517513298,0.071798221,1.172771659,999,0.239899608,Map7d2
nlgn3,4.178725045,2.416171572,5.434609107,3.141414433,4.951281868,5.016165867,2.705259835,1.653305437,1.026965651,0.991231466,0.635279006,0,0.418865945,0.586763697,0.068802053,-1.020067262,999,0.235204864,Nlgn3
madd,0.765289943,0.73952797,1.395225074,1.549158975,1.197828258,0.726950448,0,3.278561117,2.228264878,2.668725994,3.062287827,3.075296416,3.589646705,3.883597225,0.061259352,0.7579173,999,0.221585032,Madd
eftud2,1.275076612,4.198445271,3.553768175,2.645502479,1.877988088,1.635108713,2.423915851,0.549666477,0.546951281,0.436381812,0.548759059,0.591091472,0.477052345,0.476644982,0.051027923,0.820364088,999,0.200326003,Eftud2
dgkz,0.475229584,0.381279139,0.176083889,0.480123208,0.439229424,0.527871998,0,1.447800303,0.679791164,0.803385643,0.901778809,1.47566196,1.001763822,1.312552713,0.255101499,0.18461784,999,0.501903801,Dgkz
cnksr2,0.323934775,1.598169184,0.889369279,0.74670463,2.739098146,0.885687914,1.340164031,0.55824686,0.728064047,0.801863692,0.772639883,0.896092524,1.044215695,1.085917548,0.633677825,-0.224075001,999,0.800530514,Cnksr2
abca2,13.13851103,13.2475929,4.43137468,154.0964388,29.1788112,216.7682413,0,40.46450959,71.56970726,83.88074566,116.8255057,113.7973683,0,86.17286977,0.53072605,-0.963108573,999,0.736963857,Abca2
nsmf,2.356291462,0.959857686,1.533858903,0.975118754,0.560208326,1.370113537,0,0.940219226,0,1.840149853,1.330420892,2.098434622,1.229621185,1.271822503,0.766638906,0.212538063,999,0.884227155,Nsmf
nmt2,0.474644022,0.031825712,3.538405366,1.137304341,0.87435025,0.407034591,0,2.419940487,2.328662918,1.947036169,2.155979418,2.356210745,2.666477322,2.362546918,0.391711401,1.491754153,999,0.630911198,Nmt2
map7d1,0.488209238,1.477279944,0.855310734,0.695806415,0.72293913,0.490643348,0.536207249,2.015548909,2.502642529,3.213491738,2.889529513,1.784921596,1.807262241,1.777860521,0.254437987,0.111020355,999,0.501375087,Map7d1
pdp1,0.420520206,0.22155684,0.618318909,0.569152599,0.741833678,0.372001224,0,0.282456799,0.562290395,0.535273559,0.551950211,0.681992504,0.644770719,0.442281954,0.863355728,-0.144867543,999,0.93416721,Pdp1
col15a1,1.075912614,0.601741089,1.256658882,3.168050534,0.713892386,0.64288086,0,1.276104957,1.542150706,0,1.051083155,0,0.580669866,1.594970704,0.773492626,1.051085771,999,0.887948974,Col15a1
snta1,0.678870434,0.969500585,0.956807185,0.591897153,0.505620222,0.501812547,0.546454684,0.983253786,0.871697339,0.841654389,0.910697685,0.715197544,0.764913991,0.778841804,0.058743209,0.480373259,999,0.218459372,Snta1
lrrc57,3.006197894,2.20019495,2.777317542,1.9705995,2.219978972,3.329590898,0.469764938,0.958778793,2.017363305,1.940786459,1.634538099,1.700370855,1.794312851,1.525156166,0.960295495,0.051116474,999,0.989112148,Lrrc57
hnrnpa3,1.325342725,6.049396406,2.664604268,1.818695412,2.90867844,2.59207509,1.221026159,0.59174829,0.516930084,0.491255846,0.403927327,0.36585582,0.279610148,0.360842285,0.243253556,0.159176108,999,0.49075777,Hnrnpa3
rap1gap,0.245419073,0.626435121,0.343601923,0.326521665,0.21511224,0.230140094,0.497775037,1.65189514,1.312097421,1.401952065,1.609178014,1.3243249,1.349519136,1.459340462,0.814912621,0.39446099,999,0.907496553,Rap1gap
dennd1a,0,0.19344213,0.563486748,0.397378318,0.294519198,0.144347642,0,0.087415601,0.016893862,0.016877996,0.040156522,0,0.059738033,0.069995898,0.038367231,2.206527687,999,0.167342761,Dennd1a
shroom2,1.635902921,0.038230431,0.377945606,0.174470355,0,2.253502241,0.080139403,1.05875936,0.692758061,0.704198269,0.824611705,0.989743647,1.082242094,1.133776171,0.517881303,-2.038089998,999,0.730788061,Shroom2
sh3gl2,6.303241374,9.116403717,8.202447867,6.646306289,4.687086752,6.864543714,6.722660436,31.44989215,19.175685,22.90633002,29.21991667,28.37334466,26.66022502,30.56540972,0.046695064,0.654775451,999,0.190072856,Sh3gl2
slc44a1,9.713553482,2.06224182,7.878063866,5.892049206,8.325133678,7.536631851,1.250550049,0.393179691,0.21849625,0.326886727,0.429532126,0.418958973,0.506880304,0.469570462,0.237963249,0.405181176,999,0.485093622,Slc44a1
capzb,0.518338802,5.857977266,5.90037616,3.375054142,1.935438002,1.122832574,5.84785305,6.305882065,2.726688753,3.957996132,5.683210012,3.955006839,3.683498122,5.363296729,0.268306591,0.836978921,999,0.514338673,Capzb
ubr4,0.335391751,0.799549173,0.981776739,0.682433439,0.907132309,0.43887534,0.44239335,1.342970729,1.292555114,1.454605537,1.447855118,1.801384204,1.493011486,1.929981187,0.034193742,0.778773831,999,0.157968513,Ubr4
fmnl2,1.538414248,2.074973025,2.391706457,4.305764587,1.903782688,1.240333592,0.75672001,0.380105736,0.730470466,0.503560693,0.608351661,0.618495627,0.923232171,0.489802142,0.080577502,1.310189155,999,0.257442586,Fmnl2
fnbp1,1.096290176,1.816285483,3.692077035,2.586371598,2.442902329,0.934711917,0,3.275130617,2.815753299,3.393361255,3.804671173,2.947541787,2.712295104,2.92406388,0.664345796,0.453734438,999,0.821537644,Fnbp1
atp9a,2.849097516,0.315746491,2.476571163,1.076649191,1.700534986,2.368362782,0,0.476956409,0.552579238,0.483647601,0.363151889,0.570392414,0.454406231,0.562625755,0.431561378,-0.475750749,999,0.665149211,Atp9a
acss2,0.602214736,0.160243898,0.396163172,0.072062181,0.873493768,0.284450147,1.122896056,1.751319143,1.38537392,1.307063061,1.495913504,1.795843881,1.93929636,1.86514188,0.481054615,-1.44053383,999,0.70303724,Acss2
tbr1,0,0.285281463,0.203537533,0.316398124,0.749219826,0.276205447,0.317550237,0,0.25949472,0.562279563,0.188543783,0.11722709,0.426259756,0.40775327,0.426865751,-0.824911335,999,0.660316083,Tbr1
map1a,28.28465968,38.48633949,37.65518939,37.63810139,22.81101424,25.93889437,12.42097238,101.4055704,86.91077941,94.69581892,103.6912683,107.1069942,96.04077601,90.41467305,0.023321892,0.936523789,999,0.127392701,Map1a
ankrd63,0.750283302,3.097260926,2.657225474,3.514613657,3.860671031,1.302486333,0,1.298620934,0.968370424,1.602292414,1.26964873,2.072096539,2.510152876,2.166325218,0.066213804,1.072572663,999,0.23146959,Ankrd63
pkp4,1.004568576,2.942630131,1.76065451,2.749119522,1.52080346,1.040303164,0.296206008,0.104998738,0.546527256,0.353858983,0.294573178,0.345867293,0.283183169,0.291235848,0.129123256,1.006240068,999,0.333645036,Pkp4
nckap1,1.944665733,1.575835202,1.35688527,1.523496352,1.461903423,1.739689709,1.337518329,6.490621018,6.034555953,6.537228852,5.462763093,7.735859924,6.553491893,7.90276818,0.121126807,0.272693752,999,0.322010472,Nckap1
agrn,3.075481937,4.076005076,3.828776943,4.349076153,3.827125944,1.50973421,2.700304907,0.962279417,0.763806281,0.750221261,1.087496227,0.7193048,0.757724398,0.648960505,0.715390376,0.317255163,999,0.854699697,Agrn
ttn,31.99088004,0.24679473,1.289752787,2.706482452,0.872361724,7.235804765,0,0.763225413,0.130850414,0.952503348,1.249651684,0.529878364,0.55044861,0.943693597,0.554701565,-1.724209068,999,0.752238107,Ttn
rapgef4,0.496089211,1.800238846,2.098066213,1.558205731,1.384297554,0.586358639,1.126164754,0.164463909,0.360446765,0.474403646,0.294691158,0.297990132,0.224119711,0.285043359,0.575369736,0.332367803,999,0.766296568,Rapgef4
upf2,11.45546297,2.347950772,7.849679823,3.098277704,4.822384804,6.111136701,0,11.51894611,13.38446657,14.01035694,14.43128799,14.96255866,11.33519428,12.20318493,0.415739783,-0.422248597,999,0.652241537,Upf2
gorasp2,0.564308806,0.111154614,0.285426672,0.30828493,0.043718334,0.495889902,0,0.63161187,0.55167659,0.476163283,0.60013012,0.483834854,0.427377169,0.546174713,0.343862706,-0.359215753,999,0.58815574,Gorasp2
tp53bp1,0.582169407,2.144610412,0.990665279,0.497507367,0.846767436,0.852412409,0.622024546,1.043682415,0.532139951,0.970785484,0.554399227,0.345291406,0.310513638,0.693628503,0.490262912,0.037786103,999,0.7095543,Tp53bp1
tpd52l2,0.782182516,1.166063694,1.214258028,0.931687881,1.511453349,1.254703279,0.751912896,1.293977195,2.065719937,2.617423054,2.470533157,2.391160938,2.136870436,2.432620478,0.632422391,-0.126539527,999,0.800530514,Tpd52l2
epb41l1,4.095211283,4.588778836,4.477394481,2.291732565,2.547063521,3.378224494,3.646749792,11.27734715,11.60411337,14.15988008,12.86957944,8.626995707,8.035646404,10.30261244,0.052870811,-0.271954592,999,0.204397586,Epb41l1
dab2ip,1.00967371,0.669275147,1.025709909,0.999322755,4.157085051,1.249743868,0,0.679463992,0.814976891,0.862572261,0.77794014,0.8573546,0.622095437,0.819834568,0.053459347,-1.684656005,999,0.205737486,Dab2ip
rrbp1,0.539856323,0.451400523,0.248372838,0.270259921,0.412870392,0.516804302,0.08747699,0.12970633,0.116741355,0.176201193,0.108286976,0.076758661,0.195890765,0.129936268,0.865576755,-0.063560549,999,0.93416721,Rrbp1
ssrp1,0.95043974,2.88424976,2.510849635,3.072935615,2.028915916,1.332658771,0,0.778004826,0,0.339190915,0.635189167,0.219203466,1.748483491,0.569213518,0.0703222,1.543475404,999,0.237650224,Ssrp1
sh3glb2,0.482955249,1.025913783,0.50786593,0.604960921,0.369126692,0.452037846,0.698269177,2.809791189,2.447782206,2.769259053,3.191046431,3.320562948,3.004360772,3.160703903,0.099709256,0.667193315,999,0.288793927,Sh3glb2
adnp,0.501918831,0.964656741,0.842224744,0.787955597,0.238938358,0.357172266,0.414792639,0.304268113,0.273267831,0.256001386,0.293180354,0.28592169,0.234005469,0.252707711,0.000490259,1.26985858,999,0.015475328,Adnp
mocs3,2.052588427,4.577307504,1.729077874,2.787127926,6.613709303,2.756899758,9.672654273,0.826694867,2.26949194,0.806729358,3.033358083,0.174614865,1.44683247,1.863845827,0.111583028,-1.876164078,999,0.307362378,Mocs3
set,0.587701823,0.274152856,0.529195796,0.386573958,0.315872782,0,0.632810038,3.554874749,3.173095125,3.239469946,3.372386636,2.910155613,3.026976026,2.866753765,0.015850109,-0.410516844,999,0.100925365,Set
dlg3,1.582633849,2.036311056,1.231491619,0.977779791,1.92763128,1.557080837,1.56101028,2.127632135,0.900058142,1.031154513,0.921922267,1.159838391,1.628903935,1.912800468,0.279845277,0.471487938,999,0.526583388,Dlg3
dync1i2,0.850524388,0.393867061,1.8676428,2.123122883,1.035085858,0.317917038,0,2.355021082,2.673639432,2.29682002,3.493866071,2.285672344,3.368207661,2.782598099,0.399024914,1.106574324,999,0.638238842,Dync1i2
ppihl,0.699496955,0.521868109,1.196662064,0.976038791,1.218781468,0.630122141,0,0.497561326,0.410404912,0.299533936,0.367804739,0.458512427,0.474084766,0.481729032,0.246230991,0.350522947,999,0.494408472,Ppihl
kalrn,0.61885817,1.520902151,1.030126653,2.294937245,0.404304538,1.282177599,0,0.607714668,0.82019829,1.053522701,0.742527477,0.800596886,0.664396128,0.814720113,0.235048913,0.739157488,999,0.48147116,Kalrn
fbxl16,0.685884251,0.294109556,0.275656755,0.832952193,0.556963506,0.811377372,0.321435668,2.201806418,1.887128916,1.956158646,2.05948127,2.073568941,2.202083358,2.30178168,0.176330267,-0.11247394,999,0.405687389,Fbxl16
pabpc4,6.035189918,2.237445695,1.48177368,1.928038522,0.460715645,0.681327283,0,1.84884276,2.376698899,3.693487431,2.613457013,1.612145225,1.38119704,1.657044593,0.052621196,0.820021401,999,0.204057767,Pabpc4
ephb2,1.502205816,0.305057713,4.530862542,3.237429047,0,1.270345723,0.846638373,0.318606155,1.34093141,1.89585165,0.945478957,0,0.487306328,0.799794949,0.864383366,0.230999011,999,0.93416721,Ephb2
arpc5l,11.8147805,5.982543927,6.196908778,6.035239827,2.710613151,13.6833622,2.505072922,24.0867368,19.87702505,21.76567162,21.18594986,22.57328555,23.69071622,24.01548342,0.261872288,0.10847018,999,0.508140269,Arpc5l
rtn1,0.935303528,0.411396774,1.612730887,0.037455755,1.396788683,5.899108049,0.10504833,4.092114032,4.014722916,5.216619983,4.08590841,5.976819147,5.445741998,7.009416935,0.803646055,-1.375042103,999,0.901218976,Rtn1
iqsec2,7.023366005,10.71617967,8.666528065,8.344442869,3.999559102,9.74092382,4.405890971,1.135122317,3.122593731,3.964234168,3.660081024,2.44854805,1.491766582,2.379593887,0.734693717,-0.15432811,999,0.867157082,Iqsec2
exoc6b,1.429115528,0.443742375,0.748267954,0.220958369,1.294803674,1.228942128,1.100779719,0.83197527,0.642419538,1.004470211,1.119208397,1.017169789,1.078009883,1.11132211,0.020332244,-1.14591478,999,0.117522755,Exoc6b
aldoart2,1.745721514,0.57409461,2.070822301,0.737073655,0,1.321991542,6.561414936,14.9395305,7.688020527,7.567103433,6.811577286,6.858818531,8.687339934,9.241721749,0.341113321,-1.638145104,999,0.586518795,Aldoart2
hbb-bs,32.58766676,3.901368471,2.897497638,1.019593809,2.418901617,4.426225364,1.666478406,330.5834225,14.13970421,11.15010112,9.56381409,20.30786133,45.78747915,24.81591721,0.098084021,1.260603661,999,0.286031473,Hbb-bs
lingo1,2.47659781,2.592415045,3.113607676,2.16673728,4.825392281,4.205859438,2.37677316,0.785307012,1.55497085,1.44600456,1.092079179,1.684846193,1.65479381,0.887141829,0.339929961,-0.488725889,999,0.585253911,Lingo1
vamp2,31.02516469,6.033856062,17.11635015,6.265755126,15.07271959,26.70850204,7.917663833,10.5037842,15.66131634,16.57101675,14.41713305,17.54293029,17.69103123,17.18545125,0.463552099,-0.588373692,999,0.689693837,Vamp2
s0p23,0.814743598,0.292982514,0.99393008,1.34032519,1.525402705,0.691074376,0,1.056990103,0.034932747,0.314455741,0.728183659,0.304907987,0.559042751,0.711531659,0.938621989,0.208325004,999,0.977490714,S0p23
